"filename", "language", "JSON", "XML", "JavaScript", "YAML", "JSON with Comments", "TypeScript", "Docker", "Ignore", "TypeScript JSX", "PostCSS", "comment", "blank", "total"
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\carousel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 214, 0, 0, 28, 242
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 2, 33, 354
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 5, 33
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\collapsible.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 6, 34
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\command.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 13, 185
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\context-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 19, 253
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 15, 148
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\drawer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 14, 136
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 19, 258
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\empty.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 10, 105
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\field.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 20, 245
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 143, 0, 0, 25, 168
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\hover-card.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 7, 45
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\input-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 3, 16, 170
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\input-otp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 9, 78
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\input.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 4, 22
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\item.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 179, 0, 0, 15, 194
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\kbd.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 4, 29
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 5, 25
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\menubar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 257, 0, 0, 20, 277
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\navigation-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 12, 167
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\pagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 0, 11, 128
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\popover.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 8, 49
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\radio-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 6, 46
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\resizable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 7, 57
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\scroll-area.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 6, 59
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 14, 186
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 5, 29
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 14, 140
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\sidebar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 660, 0, 12, 55, 727
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 3, 14
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 5, 26
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\spinner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 4, 17
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 5, 32
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 12, 117
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 8, 67
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 4, 19
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 14, 130
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\toaster.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 4, 36
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\toggle-group.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 8, 74
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 6, 48
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 8, 62
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\use-mobile.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\components\ui\use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 3, 32, 192
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\firebase.json", "JSON", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\fix-admin.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-add-to-cart.ts", "TypeScript", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 8, 13, 94
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-cart-recommendation.ts", "TypeScript", 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 3, 11, 81
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-currency.ts", "TypeScript", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 19, 9, 55
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-debounce.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-express-checkout.ts", "TypeScript", 0, 0, 0, 0, 0, 473, 0, 0, 0, 0, 49, 78, 600
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-google-sdk.ts", "TypeScript", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 25, 14, 92
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-mobile.ts", "TypeScript", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 5, 20
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\use-toast.ts", "TypeScript", 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 3, 32, 192
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\hooks\useShopFilters.ts", "TypeScript", 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 6, 28, 226
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\i18n.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 5, 19
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\i18n\request.ts", "TypeScript", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 4, 17
"c:\Users\Mahir\Saved Games\DuneFlame---Frontend\i18n\routing.ts", "TypeScript", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 4, 17
